ID,Year_Birth,Education,Marital_Status,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Response,Complain,Country,Income,Age,Total_Spending,Total_Purchases,Total_Campaign_Responses,Customer_Segment,Income_Clean,Campaign_Engagement,Age_Group,Preferred_Channel,Total_Children,Household_Segment,Deal_Purchase_Ratio,Deal_Purchase_Rate,Web_Purchase_Visit_Ratio,Recency_Segment,Response_Status
9984,1981,2n Cycle,Married,1,1,2013-03-27,25,349,16,144,28,5,182,5,8,5,4,8,1,0,0,1,0,1,0,Spain,56337.0,33.0,724,17,2,Medium Value,56337.0,Medium Engagement,25-34,Web,2,Two or More Children,0.29411764705882354,29.411764705882355,1.0,0-30 Days,Responder
5527,1987,Graduation,Together,1,0,2013-02-13,25,4,12,11,3,13,15,2,2,0,3,8,0,0,0,0,0,0,0,Spain,22434.0,27.0,58,5,0,Low Value,22434.0,No Response,25-34,Store,1,One Child,0.4,40.0,0.25,0-30 Days,Non-Responder
5628,1982,Graduation,Together,0,0,2013-02-08,25,848,154,323,201,61,78,1,10,3,10,6,1,0,0,0,0,0,0,USA,61416.0,32.0,1665,23,1,High Value,61416.0,Low Engagement,25-34,Web,0,No Children,0.043478260869565216,4.3478260869565215,1.6666666666666667,0-30 Days,Non-Responder
7627,1975,Master,Married,0,0,2012-12-12,25,817,183,797,106,163,20,0,5,11,5,2,0,0,1,1,0,1,0,Spain,92163.0,39.0,2086,21,2,High Value,92163.0,Medium Engagement,35-44,Catalog,0,No Children,0.0,0.0,2.5,0-30 Days,Responder
1351,1956,Master,Together,0,1,2012-09-20,25,962,12,194,16,24,12,4,7,8,13,6,0,0,1,0,0,0,0,Spain,58656.0,58.0,1220,28,1,High Value,58656.0,Low Engagement,55-64,Store,1,One Child,0.14285714285714285,14.285714285714285,1.1666666666666667,0-30 Days,Non-Responder
10629,1973,2n Cycle,Married,1,0,2012-09-14,25,25,3,43,17,4,17,3,3,0,3,8,0,0,0,0,0,0,0,Germany,51381.5,41.0,109,6,0,Low Value,51381.5,No Response,35-44,Web,1,One Child,0.5,50.0,0.375,0-30 Days,Non-Responder
10395,1986,Basic,Single,1,0,2012-08-22,25,1,45,3,4,6,42,3,3,1,3,8,0,0,0,0,0,0,0,Spain,8940.0,28.0,101,7,0,Low Value,8940.0,No Response,25-34,Web,1,One Child,0.42857142857142855,42.857142857142854,0.375,0-30 Days,Non-Responder
6961,1974,Graduation,Married,2,0,2014-05-22,26,1,1,5,0,3,1,1,1,0,2,8,0,0,0,0,0,0,0,Spain,26751.0,40.0,11,3,0,Low Value,26751.0,No Response,35-44,Store,2,Two or More Children,0.3333333333333333,33.33333333333333,0.125,0-30 Days,Non-Responder
10196,1978,Graduation,Married,2,0,2014-03-12,26,212,123,177,15,64,23,2,8,2,8,4,0,0,0,0,0,0,0,USA,71427.0,36.0,614,18,0,Medium Value,71427.0,No Response,35-44,Web,2,Two or More Children,0.1111111111111111,11.11111111111111,2.0,0-30 Days,Non-Responder
6182,1984,Graduation,Together,1,0,2014-02-10,26,11,4,20,10,3,5,2,2,0,4,6,0,0,0,0,0,0,0,USA,26646.0,30.0,53,6,0,Low Value,26646.0,No Response,25-34,Store,1,One Child,0.3333333333333333,33.33333333333333,0.3333333333333333,0-30 Days,Non-Responder
10432,1974,Graduation,Divorced,1,0,2014-01-30,26,2,0,9,3,6,2,1,1,0,3,8,0,0,0,0,0,0,0,Canada,19346.0,40.0,22,4,0,Low Value,19346.0,No Response,35-44,Store,1,One Child,0.25,25.0,0.125,0-30 Days,Non-Responder
1542,1975,Graduation,Single,1,2,2013-12-30,26,347,0,35,4,3,7,6,4,2,8,5,0,0,0,0,0,0,0,USA,56243.0,39.0,396,14,0,Medium Value,56243.0,No Response,35-44,Store,3,Two or More Children,0.42857142857142855,42.857142857142854,0.8,0-30 Days,Non-Responder
4220,1970,PhD,Married,0,1,2013-11-02,26,73,0,13,0,1,0,1,2,1,3,3,0,0,0,0,0,0,0,Canada,59892.0,44.0,87,6,0,Low Value,59892.0,No Response,35-44,Store,1,One Child,0.16666666666666666,16.666666666666664,0.6666666666666666,0-30 Days,Non-Responder
4141,1965,Graduation,Together,0,0,2013-08-21,26,426,49,127,111,21,42,1,8,2,10,4,0,0,0,0,0,0,0,USA,71613.0,49.0,776,20,0,Medium Value,71613.0,No Response,45-54,Store,0,No Children,0.05,5.0,2.0,0-30 Days,Non-Responder
1940,1986,Graduation,Married,1,0,2013-07-12,26,1,3,4,2,2,6,1,1,0,2,8,0,0,0,0,0,0,0,Australia,25252.0,28.0,18,3,0,Low Value,25252.0,No Response,25-34,Store,1,One Child,0.3333333333333333,33.33333333333333,0.125,0-30 Days,Non-Responder
1506,1975,Graduation,Single,1,1,2013-06-28,26,48,9,45,3,15,20,4,2,1,4,6,0,0,0,0,0,1,0,Spain,42160.0,39.0,140,7,0,Medium Value,42160.0,No Response,35-44,Store,2,Two or More Children,0.5714285714285714,57.14285714285714,0.3333333333333333,0-30 Days,Responder
6347,1979,Basic,Single,1,0,2013-06-27,26,1,1,4,11,9,10,1,1,0,3,8,0,0,0,0,0,0,0,Spain,15862.0,35.0,36,4,0,Low Value,15862.0,No Response,35-44,Store,1,One Child,0.25,25.0,0.125,0-30 Days,Non-Responder
1361,1974,Master,Married,0,0,2013-06-04,26,1076,68,103,29,91,68,1,3,4,8,1,0,1,1,0,0,1,0,Spain,82584.0,40.0,1435,15,2,High Value,82584.0,Medium Engagement,35-44,Store,0,No Children,0.06666666666666667,6.666666666666667,3.0,0-30 Days,Responder
9422,1989,Graduation,Married,1,0,2013-05-31,26,36,2,42,20,21,10,2,2,1,4,3,0,0,0,0,0,0,0,Australia,38360.0,25.0,131,7,0,Medium Value,38360.0,No Response,25-34,Store,1,One Child,0.2857142857142857,28.57142857142857,0.6666666666666666,0-30 Days,Non-Responder
1081,1957,PhD,Married,1,2,2013-03-27,26,733,9,180,12,19,66,11,6,3,5,4,0,0,0,0,0,0,0,Saudi Arabia,75283.0,57.0,1019,14,0,High Value,75283.0,No Response,55-64,Web,3,Two or More Children,0.7857142857142857,78.57142857142857,1.5,0-30 Days,Non-Responder
7458,1956,Master,Together,1,1,2013-03-06,26,39,2,25,4,3,24,2,3,0,3,8,0,0,0,0,0,0,0,Australia,34941.0,58.0,97,6,0,Low Value,34941.0,No Response,55-64,Web,2,Two or More Children,0.3333333333333333,33.33333333333333,0.375,0-30 Days,Non-Responder
1012,1952,Graduation,Single,0,1,2013-02-18,26,523,7,134,37,14,169,4,8,2,10,7,0,0,0,0,0,0,0,Australia,61823.0,62.0,884,20,0,High Value,61823.0,No Response,55-64,Store,1,One Child,0.2,20.0,1.1428571428571428,0-30 Days,Non-Responder
5453,1956,Master,Married,0,0,2012-09-26,26,1083,108,649,253,151,108,1,4,7,12,2,0,0,0,1,0,0,0,Saudi Arabia,90226.0,58.0,2352,23,1,High Value,90226.0,Low Engagement,55-64,Store,0,No Children,0.043478260869565216,4.3478260869565215,2.0,0-30 Days,Non-Responder
6818,1974,Graduation,Married,0,1,2012-09-12,26,98,0,106,49,10,106,5,5,1,5,6,0,0,0,0,0,0,0,Spain,44989.0,40.0,369,11,0,Medium Value,44989.0,No Response,35-44,Web,1,One Child,0.45454545454545453,45.45454545454545,0.8333333333333334,0-30 Days,Non-Responder
7807,1974,Graduation,Married,0,1,2012-09-12,26,98,0,106,49,10,106,5,5,1,5,6,0,0,0,0,0,0,0,Spain,44989.0,40.0,369,11,0,Medium Value,44989.0,No Response,35-44,Web,1,One Child,0.45454545454545453,45.45454545454545,0.8333333333333334,0-30 Days,Non-Responder
7532,1980,Graduation,Married,0,1,2012-08-30,26,99,2,11,4,0,16,3,3,0,4,8,0,0,0,0,0,0,0,Germany,43586.0,34.0,132,7,0,Medium Value,43586.0,No Response,25-34,Store,1,One Child,0.42857142857142855,42.857142857142854,0.375,0-30 Days,Non-Responder
8346,1974,Graduation,Single,1,0,2012-08-19,26,138,15,35,25,11,72,2,6,2,2,9,1,0,0,0,0,1,0,Spain,32233.0,40.0,296,10,1,Medium Value,32233.0,Low Engagement,35-44,Web,1,One Child,0.2,20.0,0.6666666666666666,0-30 Days,Responder
5564,1969,Graduation,Together,0,1,2012-08-09,26,509,133,497,78,24,97,2,7,5,6,4,0,0,0,0,0,0,0,Australia,62882.0,45.0,1338,18,0,High Value,62882.0,No Response,45-54,Web,1,One Child,0.1111111111111111,11.11111111111111,1.75,0-30 Days,Non-Responder
3267,1963,Master,Together,0,1,2014-06-25,27,527,0,21,0,0,60,3,8,1,8,6,0,1,0,0,0,0,0,Canada,57288.0,51.0,608,17,1,Medium Value,57288.0,Low Engagement,45-54,Web,1,One Child,0.17647058823529413,17.647058823529413,1.3333333333333333,0-30 Days,Non-Responder
3091,1981,2n Cycle,Together,1,0,2014-05-02,27,340,21,134,258,14,56,1,7,5,8,4,0,0,0,0,0,0,0,Saudi Arabia,75774.0,33.0,823,20,0,Medium Value,75774.0,No Response,25-34,Store,1,One Child,0.05,5.0,1.75,0-30 Days,Non-Responder
762,1981,2n Cycle,Together,1,0,2014-05-02,27,340,21,134,258,14,56,1,7,5,8,4,0,0,0,0,0,0,0,Spain,75774.0,33.0,823,20,0,Medium Value,75774.0,No Response,25-34,Store,1,One Child,0.05,5.0,1.75,0-30 Days,Non-Responder
8029,1988,Master,Single,0,0,2014-04-29,27,1184,32,352,21,16,16,1,3,4,7,1,0,1,1,1,0,1,0,USA,90247.0,26.0,1621,14,3,High Value,90247.0,High Engagement,25-34,Store,0,No Children,0.07142857142857142,7.142857142857142,3.0,0-30 Days,Responder
4376,1960,2n Cycle,Single,0,0,2014-02-15,27,10,24,15,13,1,30,1,2,1,3,7,1,0,0,0,0,1,0,Spain,32218.0,54.0,93,6,1,Low Value,32218.0,Low Engagement,45-54,Store,0,No Children,0.16666666666666666,16.666666666666664,0.2857142857142857,0-30 Days,Responder
10981,1988,Graduation,Married,0,0,2014-02-02,27,434,137,400,45,137,45,1,3,4,10,1,0,0,0,0,0,0,0,Saudi Arabia,84219.0,26.0,1198,17,0,High Value,84219.0,No Response,25-34,Store,0,No Children,0.058823529411764705,5.88235294117647,3.0,0-30 Days,Non-Responder
486,1988,Graduation,Married,0,0,2014-02-02,27,434,137,400,45,137,45,1,3,4,10,1,0,0,0,0,0,0,0,Canada,84219.0,26.0,1198,17,0,High Value,84219.0,No Response,25-34,Store,0,No Children,0.058823529411764705,5.88235294117647,3.0,0-30 Days,Non-Responder
1158,1966,Graduation,Divorced,0,1,2014-01-05,27,102,1,15,2,0,24,1,3,0,4,7,0,0,0,0,0,0,0,Spain,48877.0,48.0,144,7,0,Medium Value,48877.0,No Response,45-54,Store,1,One Child,0.14285714285714285,14.285714285714285,0.42857142857142855,0-30 Days,Non-Responder
9119,1950,Graduation,Together,0,1,2013-12-05,27,208,17,76,36,17,38,2,3,3,7,2,0,0,0,0,0,0,0,USA,60905.0,64.0,392,13,0,Medium Value,60905.0,No Response,55-64,Store,1,One Child,0.15384615384615385,15.384615384615385,1.5,0-30 Days,Non-Responder
6694,1964,Graduation,Married,0,1,2013-11-25,27,438,66,400,12,38,114,1,8,3,13,4,0,0,0,0,0,0,0,Spain,75236.0,50.0,1068,24,0,High Value,75236.0,No Response,45-54,Store,1,One Child,0.041666666666666664,4.166666666666666,2.0,0-30 Days,Non-Responder
10573,1953,Graduation,Divorced,0,0,2013-11-18,27,125,16,98,134,21,27,1,6,7,4,3,1,0,0,0,0,0,0,India,62551.0,61.0,421,17,1,Medium Value,62551.0,Low Engagement,55-64,Catalog,0,No Children,0.058823529411764705,5.88235294117647,2.0,0-30 Days,Non-Responder
10140,1983,PhD,Together,0,0,2013-09-28,27,1308,0,396,23,0,0,1,5,7,4,3,0,1,0,0,1,0,0,India,70123.0,31.0,1727,16,2,High Value,70123.0,Medium Engagement,25-34,Catalog,0,No Children,0.0625,6.25,1.6666666666666667,0-30 Days,Non-Responder
2286,1962,Graduation,Single,1,1,2013-09-10,27,64,1,21,0,1,27,2,2,1,3,6,0,0,0,0,0,0,0,Canada,50785.0,52.0,114,6,0,Low Value,50785.0,No Response,45-54,Store,2,Two or More Children,0.3333333333333333,33.33333333333333,0.3333333333333333,0-30 Days,Non-Responder
8420,1970,2n Cycle,Married,0,0,2013-08-03,27,7,4,13,15,8,17,2,2,0,4,5,0,0,0,0,0,0,0,Spain,15315.0,44.0,64,6,0,Low Value,15315.0,No Response,35-44,Store,0,No Children,0.3333333333333333,33.33333333333333,0.4,0-30 Days,Non-Responder
10065,1970,2n Cycle,Married,0,0,2013-08-03,27,7,4,13,15,8,17,2,2,0,4,5,0,0,0,0,0,0,0,Spain,15315.0,44.0,64,6,0,Low Value,15315.0,No Response,35-44,Store,0,No Children,0.3333333333333333,33.33333333333333,0.4,0-30 Days,Non-Responder
1029,1970,PhD,Together,0,1,2013-08-01,27,200,5,44,0,10,20,1,5,1,5,5,0,0,0,0,0,0,0,Spain,64413.0,44.0,279,11,0,Medium Value,64413.0,No Response,35-44,Web,1,One Child,0.09090909090909091,9.090909090909092,1.0,0-30 Days,Non-Responder
4207,1981,PhD,Married,0,0,2013-05-01,27,1001,44,107,58,44,44,1,6,7,11,2,1,0,1,0,0,0,0,Spain,87171.0,33.0,1298,24,2,High Value,87171.0,Medium Engagement,25-34,Store,0,No Children,0.041666666666666664,4.166666666666666,3.0,0-30 Days,Non-Responder
10277,1961,Graduation,Single,0,1,2013-02-21,27,36,0,2,0,0,4,1,1,0,3,7,0,0,0,0,0,0,0,Spain,30081.0,53.0,42,4,0,Low Value,30081.0,No Response,45-54,Store,1,One Child,0.25,25.0,0.14285714285714285,0-30 Days,Non-Responder
4436,1976,Graduation,Single,0,0,2013-02-20,27,18,42,24,15,20,18,1,2,1,4,7,0,0,0,0,0,0,0,Spain,20180.0,38.0,137,7,0,Medium Value,20180.0,No Response,35-44,Store,0,No Children,0.14285714285714285,14.285714285714285,0.2857142857142857,0-30 Days,Non-Responder
2929,1976,Graduation,Single,0,0,2013-02-20,27,18,42,24,15,20,18,1,2,1,4,7,0,0,0,0,0,0,0,Spain,20180.0,38.0,137,7,0,Medium Value,20180.0,No Response,35-44,Store,0,No Children,0.14285714285714285,14.285714285714285,0.2857142857142857,0-30 Days,Non-Responder
6281,1966,Graduation,Divorced,0,1,2013-02-14,27,673,0,199,37,47,26,2,6,3,5,4,1,0,0,0,0,0,0,Spain,55686.0,48.0,982,14,1,High Value,55686.0,Low Engagement,45-54,Web,1,One Child,0.14285714285714285,14.285714285714285,1.5,0-30 Days,Non-Responder
10390,1959,2n Cycle,Married,0,1,2013-02-10,27,6,7,4,3,4,6,1,1,0,3,6,0,0,0,0,0,0,0,Spain,26887.0,55.0,30,4,0,Low Value,26887.0,No Response,55-64,Store,1,One Child,0.25,25.0,0.16666666666666666,0-30 Days,Non-Responder
2574,1977,PhD,Married,0,1,2013-01-31,27,1050,12,144,0,0,24,3,6,4,8,5,0,1,0,1,1,1,0,Spain,61996.0,37.0,1230,18,3,High Value,61996.0,High Engagement,35-44,Store,1,One Child,0.16666666666666666,16.666666666666664,1.2,0-30 Days,Responder
709,1952,Graduation,Divorced,0,1,2012-12-09,27,787,20,204,0,0,92,3,2,2,11,8,0,0,0,0,0,0,0,Saudi Arabia,51537.0,62.0,1103,15,0,High Value,51537.0,No Response,55-64,Store,1,One Child,0.2,20.0,0.25,0-30 Days,Non-Responder
5955,1962,Graduation,Together,0,0,2012-11-17,27,833,33,549,151,133,233,1,4,3,8,3,0,0,0,0,0,0,0,Spain,72025.0,52.0,1932,15,0,High Value,72025.0,No Response,45-54,Store,0,No Children,0.06666666666666667,6.666666666666667,1.3333333333333333,0-30 Days,Non-Responder
8486,1971,Master,Together,1,0,2012-10-01,27,284,0,52,8,3,20,4,9,0,4,10,0,0,0,0,0,0,0,Spain,30538.0,43.0,367,13,0,Medium Value,30538.0,No Response,35-44,Web,1,One Child,0.3076923076923077,30.76923076923077,0.9,0-30 Days,Non-Responder
10343,1991,2n Cycle,Single,0,0,2012-09-29,27,605,91,399,0,45,205,2,3,6,8,3,0,0,0,0,0,0,0,India,61618.0,23.0,1345,17,0,High Value,61618.0,No Response,Under 25,Store,0,No Children,0.11764705882352941,11.76470588235294,1.0,0-30 Days,Non-Responder
6652,1965,Graduation,Married,0,0,2014-06-09,28,227,151,573,98,54,31,1,3,4,9,1,0,0,0,0,0,0,0,Canada,77343.0,49.0,1134,16,0,High Value,77343.0,No Response,45-54,Store,0,No Children,0.0625,6.25,3.0,0-30 Days,Non-Responder
8746,1989,Graduation,Married,1,0,2014-04-05,28,800,0,297,0,34,57,2,2,5,10,6,0,1,0,1,0,0,0,Spain,75433.0,25.0,1188,17,2,High Value,75433.0,Medium Engagement,25-34,Store,1,One Child,0.11764705882352941,11.76470588235294,0.3333333333333333,0-30 Days,Non-Responder
4686,1962,PhD,Widow,0,0,2014-04-02,28,861,31,558,62,95,79,0,6,5,13,2,0,0,1,0,0,0,0,Spain,82571.0,52.0,1686,24,1,High Value,82571.0,Low Engagement,45-54,Store,0,No Children,0.0,0.0,3.0,0-30 Days,Non-Responder
3551,1954,Master,Together,0,1,2014-03-29,28,62,1,57,19,11,48,2,2,1,5,2,0,0,0,0,0,0,0,Spain,60033.0,60.0,198,8,0,Medium Value,60033.0,No Response,55-64,Store,1,One Child,0.25,25.0,1.0,0-30 Days,Non-Responder
4338,1983,Graduation,Single,1,0,2014-03-25,28,23,0,9,0,0,12,1,1,0,3,4,1,0,0,0,0,0,0,Spain,39062.0,31.0,44,4,1,Low Value,39062.0,Low Engagement,25-34,Store,1,One Child,0.25,25.0,0.25,0-30 Days,Non-Responder
4444,1972,Graduation,Married,1,0,2014-03-24,28,11,0,16,7,6,21,1,2,0,3,8,0,0,0,0,0,0,0,Spain,30023.0,42.0,61,5,0,Low Value,30023.0,No Response,35-44,Store,1,One Child,0.2,20.0,0.25,0-30 Days,Non-Responder
498,1970,Graduation,Single,1,0,2014-02-02,28,25,0,22,2,3,5,2,1,0,4,5,0,0,0,0,0,0,0,Spain,30015.0,44.0,57,5,0,Low Value,30015.0,No Response,35-44,Store,1,One Child,0.4,40.0,0.2,0-30 Days,Non-Responder
8230,1980,Graduation,Married,1,0,2014-01-23,28,22,2,31,7,4,5,1,2,0,3,7,0,0,0,0,0,0,0,Spain,33228.0,34.0,71,5,0,Low Value,33228.0,No Response,25-34,Store,1,One Child,0.2,20.0,0.2857142857142857,0-30 Days,Non-Responder
2826,1967,Graduation,Married,2,1,2013-10-28,28,25,0,8,2,0,2,2,2,0,3,7,0,0,0,0,0,0,0,Spain,22574.0,47.0,37,5,0,Low Value,22574.0,No Response,45-54,Store,3,Two or More Children,0.4,40.0,0.2857142857142857,0-30 Days,Non-Responder
6222,1967,Graduation,Married,2,1,2013-10-28,28,25,0,8,2,0,2,2,2,0,3,7,0,0,0,0,0,0,0,Spain,22574.0,47.0,37,5,0,Low Value,22574.0,No Response,45-54,Store,3,Two or More Children,0.4,40.0,0.2857142857142857,0-30 Days,Non-Responder
7352,1957,Graduation,Married,0,1,2013-10-21,28,161,28,136,32,3,45,4,3,4,6,3,0,0,0,0,0,0,0,Canada,55267.0,57.0,405,13,0,Medium Value,55267.0,No Response,55-64,Store,1,One Child,0.3076923076923077,30.76923076923077,1.0,0-30 Days,Non-Responder
10928,1958,Graduation,Together,0,1,2013-09-16,28,315,4,62,41,31,146,2,7,1,7,5,0,0,0,0,0,0,0,Spain,66886.0,56.0,599,15,0,Medium Value,66886.0,No Response,55-64,Web,1,One Child,0.13333333333333333,13.333333333333334,1.4,0-30 Days,Non-Responder
10736,1971,Graduation,Single,0,1,2013-09-12,28,522,0,522,227,120,134,2,6,9,5,2,0,0,0,0,0,0,0,Canada,72258.0,43.0,1525,20,0,High Value,72258.0,No Response,35-44,Catalog,1,One Child,0.1,10.0,3.0,0-30 Days,Non-Responder
10163,1984,PhD,Single,0,0,2013-09-10,28,712,50,420,65,38,38,1,8,4,7,4,0,0,0,0,0,1,0,Spain,82733.0,30.0,1323,19,0,High Value,82733.0,No Response,25-34,Web,0,No Children,0.05263157894736842,5.263157894736842,2.0,0-30 Days,Responder
6168,1963,Graduation,Divorced,1,1,2013-07-15,28,33,0,5,0,0,15,2,1,1,2,4,0,0,0,0,0,0,0,India,45146.0,51.0,53,4,0,Low Value,45146.0,No Response,45-54,Store,2,Two or More Children,0.5,50.0,0.25,0-30 Days,Non-Responder
4656,1990,2n Cycle,Single,1,0,2013-03-30,28,342,32,230,34,32,40,5,10,5,4,9,1,0,0,0,0,0,0,Saudi Arabia,51250.0,24.0,710,19,1,Medium Value,51250.0,Low Engagement,Under 25,Web,1,One Child,0.2631578947368421,26.31578947368421,1.1111111111111112,0-30 Days,Non-Responder
626,1951,Graduation,Married,1,1,2013-03-09,28,22,2,12,0,2,5,1,1,0,3,4,0,0,0,0,0,0,0,USA,32871.0,63.0,43,4,0,Low Value,32871.0,No Response,55-64,Store,2,Two or More Children,0.25,25.0,0.25,0-30 Days,Non-Responder
3870,1978,2n Cycle,Together,0,0,2013-02-09,28,359,35,314,93,116,89,1,7,3,13,4,0,0,0,0,0,0,0,Germany,63855.0,36.0,1006,23,0,High Value,63855.0,No Response,35-44,Store,0,No Children,0.043478260869565216,4.3478260869565215,1.75,0-30 Days,Non-Responder
6299,1968,PhD,Divorced,0,1,2013-01-02,28,324,48,186,39,18,198,6,6,8,4,7,1,0,0,0,0,1,0,Canada,42564.0,46.0,813,18,1,Medium Value,42564.0,Low Engagement,45-54,Catalog,1,One Child,0.3333333333333333,33.33333333333333,0.8571428571428571,0-30 Days,Responder
7798,1972,2n Cycle,Together,0,1,2012-12-14,28,233,20,57,8,20,91,4,7,1,5,7,0,0,0,0,0,0,0,Canada,46344.0,42.0,429,13,0,Medium Value,46344.0,No Response,35-44,Web,1,One Child,0.3076923076923077,30.76923076923077,1.0,0-30 Days,Non-Responder
9973,1963,Graduation,Married,0,2,2012-10-17,28,370,9,92,6,9,4,3,7,1,8,7,0,0,0,0,0,0,0,Spain,50437.0,51.0,490,16,0,Medium Value,50437.0,No Response,45-54,Store,2,Two or More Children,0.1875,18.75,1.0,0-30 Days,Non-Responder
4299,1960,Graduation,Together,0,1,2012-09-21,28,1001,17,572,93,125,17,7,11,11,5,7,0,0,0,0,0,1,0,Spain,70971.0,54.0,1825,27,0,High Value,70971.0,No Response,45-54,Web,1,One Child,0.25925925925925924,25.925925925925924,1.5714285714285714,0-30 Days,Responder
10971,1977,Graduation,Single,2,0,2012-09-03,28,173,8,107,7,2,176,4,7,2,3,9,1,0,0,0,0,1,1,Spain,37774.0,37.0,473,12,1,Medium Value,37774.0,Low Engagement,35-44,Web,2,Two or More Children,0.3333333333333333,33.33333333333333,0.7777777777777778,0-30 Days,Responder
9931,1963,PhD,Married,1,1,2014-06-23,29,5,0,1,1,1,1,15,0,0,0,19,0,0,0,0,0,0,0,Spain,4023.0,51.0,9,0,0,Low Value,4023.0,No Response,45-54,Web,2,Two or More Children,0.0,0.0,0.0,0-30 Days,Non-Responder
6679,1966,Graduation,Single,0,0,2014-06-12,29,10,3,3,0,0,0,1,0,0,3,3,0,0,0,0,0,0,0,Spain,33279.0,48.0,16,3,0,Low Value,33279.0,No Response,45-54,Store,0,No Children,0.3333333333333333,33.33333333333333,0.0,0-30 Days,Non-Responder
5961,1978,Graduation,Married,1,0,2014-06-07,29,8,4,20,6,3,16,1,1,0,3,5,0,0,0,0,0,0,0,Spain,42693.0,36.0,57,4,0,Low Value,42693.0,No Response,35-44,Store,1,One Child,0.25,25.0,0.2,0-30 Days,Non-Responder
6255,1952,Master,Together,0,1,2014-06-03,29,138,39,63,55,18,21,1,4,1,7,2,0,0,0,0,0,0,0,Australia,70545.0,62.0,334,12,0,Medium Value,70545.0,No Response,55-64,Store,1,One Child,0.08333333333333333,8.333333333333332,2.0,0-30 Days,Non-Responder
8614,1957,Graduation,Widow,0,1,2014-05-12,29,245,19,125,37,67,14,1,4,2,10,2,0,0,0,0,0,0,0,Australia,65486.0,57.0,507,16,0,Medium Value,65486.0,No Response,55-64,Store,1,One Child,0.0625,6.25,2.0,0-30 Days,Non-Responder
7828,1981,Master,Together,0,0,2014-04-30,29,68,129,396,188,22,15,1,3,3,5,1,0,0,0,0,0,0,0,Saudi Arabia,77882.0,33.0,818,11,0,Medium Value,77882.0,No Response,25-34,Store,0,No Children,0.09090909090909091,9.090909090909092,3.0,0-30 Days,Non-Responder
1277,1960,Graduation,Together,0,0,2014-04-09,29,434,22,388,104,22,34,1,10,7,10,4,0,0,0,1,0,0,0,USA,78468.0,54.0,1004,27,1,High Value,78468.0,Low Engagement,45-54,Web,0,No Children,0.037037037037037035,3.7037037037037033,2.5,0-30 Days,Non-Responder
3595,1963,Graduation,Together,0,1,2014-02-28,29,631,43,239,128,76,21,2,6,8,12,3,0,0,0,0,0,0,0,Spain,77226.0,51.0,1138,26,0,High Value,77226.0,No Response,45-54,Store,1,One Child,0.07692307692307693,7.6923076923076925,2.0,0-30 Days,Non-Responder
5735,1991,Master,Single,0,0,2014-02-13,29,1156,120,915,94,144,96,1,3,4,10,1,0,0,1,0,0,0,0,Spain,90638.0,23.0,2525,17,1,High Value,90638.0,Low Engagement,Under 25,Store,0,No Children,0.058823529411764705,5.88235294117647,3.0,0-30 Days,Non-Responder
5350,1991,Master,Single,0,0,2014-02-13,29,1156,120,915,94,144,96,1,3,4,10,1,0,0,1,0,0,1,0,Saudi Arabia,90638.0,23.0,2525,17,1,High Value,90638.0,Low Engagement,Under 25,Store,0,No Children,0.058823529411764705,5.88235294117647,3.0,0-30 Days,Responder
4137,1948,Graduation,Together,0,0,2013-12-06,29,398,40,367,119,122,30,1,7,4,4,4,0,0,0,0,0,0,0,Australia,70666.0,66.0,1076,15,0,High Value,70666.0,No Response,65+,Web,0,No Children,0.06666666666666667,6.666666666666667,1.75,0-30 Days,Non-Responder
6357,1959,2n Cycle,Divorced,0,1,2013-11-17,29,230,35,75,63,57,31,3,7,1,7,5,0,0,0,0,0,0,0,Saudi Arabia,59052.0,55.0,491,15,0,Medium Value,59052.0,No Response,55-64,Web,1,One Child,0.2,20.0,1.4,0-30 Days,Non-Responder
9316,1952,Basic,Together,0,0,2013-11-02,29,2,0,7,3,7,10,1,1,0,3,6,0,0,0,0,0,0,0,USA,13084.0,62.0,29,4,0,Low Value,13084.0,No Response,55-64,Store,0,No Children,0.25,25.0,0.16666666666666666,0-30 Days,Non-Responder
3578,1949,Graduation,Divorced,0,1,2013-10-20,29,122,21,43,25,10,15,2,3,1,6,6,0,0,0,0,0,0,0,Spain,49160.0,65.0,236,10,0,Medium Value,49160.0,No Response,65+,Store,1,One Child,0.2,20.0,0.5,0-30 Days,Non-Responder
153,1953,Graduation,Divorced,0,0,2013-10-17,29,19,3,6,4,2,12,1,1,0,3,4,0,0,0,0,0,0,0,Spain,23272.0,61.0,46,4,0,Low Value,23272.0,No Response,55-64,Store,0,No Children,0.25,25.0,0.25,0-30 Days,Non-Responder
10524,1963,Master,Divorced,0,1,2013-06-20,29,386,23,95,54,41,196,4,2,11,5,2,0,0,0,0,0,0,0,Canada,49476.0,51.0,795,18,0,Medium Value,49476.0,No Response,45-54,Catalog,1,One Child,0.2222222222222222,22.22222222222222,1.0,0-30 Days,Non-Responder
